#pressure[atm] temperature[K] chem-pot[K]    
1.0            255.00         -1.87          
1.0            255.30         -1.80          
1.0            255.61         -1.72          
1.0            255.91         -1.65          
1.0            256.21         -1.57          
1.0            256.52         -1.49          
1.0            256.82         -1.42          
1.0            257.12         -1.34          
1.0            257.42         -1.27          
1.0            257.73         -1.19          
1.0            258.03         -1.12          
1.0            258.33         -1.04          
1.0            258.64         -0.96          
1.0            258.94         -0.89          
1.0            259.24         -0.81          
1.0            259.55         -0.74          
1.0            259.85         -0.66          
1.0            260.15         -0.58          
1.0            260.45         -0.51          
1.0            260.76         -0.43          
1.0            261.06         -0.36          
1.0            261.36         -0.28          
1.0            261.67         -0.21          
1.0            261.97         -0.13          
1.0            262.27         -0.05          
1.0            262.58         0.02           
1.0            262.88         0.10           
1.0            263.18         0.17           
1.0            263.48         0.25           
1.0            263.79         0.32           
1.0            264.09         0.40           
1.0            264.39         0.48           
1.0            264.70         0.55           
1.0            265.00         0.63           
1.0            265.30         0.70           
1.0            265.61         0.78           
1.0            265.91         0.86           
1.0            266.21         0.93           
1.0            266.52         1.01           
1.0            266.82         1.08           
1.0            267.12         1.16           
1.0            267.42         1.23           
1.0            267.73         1.31           
1.0            268.03         1.39           
1.0            268.33         1.46           
1.0            268.64         1.54           
1.0            268.94         1.61           
1.0            269.24         1.69           
1.0            269.55         1.76           
1.0            269.85         1.84           
1.0            270.15         1.92           
1.0            270.45         1.99           
1.0            270.76         2.07           
1.0            271.06         2.14           
1.0            271.36         2.22           
1.0            271.67         2.30           
1.0            271.97         2.37           
1.0            272.27         2.45           
1.0            272.58         2.52           
1.0            272.88         2.60           
1.0            273.18         2.67           
1.0            273.48         2.75           
1.0            273.79         2.83           
1.0            274.09         2.90           
1.0            274.39         2.98           
1.0            274.70         3.05           
1.0            275.00         3.13           
1.0            275.30         3.20           
1.0            275.61         3.28           
1.0            275.91         3.36           
1.0            276.21         3.43           
1.0            276.52         3.51           
1.0            276.82         3.58           
1.0            277.12         3.66           
1.0            277.42         3.74           
1.0            277.73         3.81           
1.0            278.03         3.89           
1.0            278.33         3.96           
1.0            278.64         4.04           
1.0            278.94         4.11           
1.0            279.24         4.19           
1.0            279.55         4.27           
1.0            279.85         4.34           
1.0            280.15         4.42           
1.0            280.45         4.49           
1.0            280.76         4.57           
1.0            281.06         4.64           
1.0            281.36         4.72           
1.0            281.67         4.80           
1.0            281.97         4.87           
1.0            282.27         4.95           
1.0            282.58         5.02           
1.0            282.88         5.10           
1.0            283.18         5.18           
1.0            283.48         5.25           
1.0            283.79         5.33           
1.0            284.09         5.40           
1.0            284.39         5.48           
1.0            284.70         5.55           
1.0            285.00         5.63           
1000.0         255.00         0.98           
1000.0         255.30         1.04           
1000.0         255.61         1.10           
1000.0         255.91         1.17           
1000.0         256.21         1.23           
1000.0         256.52         1.29           
1000.0         256.82         1.36           
1000.0         257.12         1.42           
1000.0         257.42         1.49           
1000.0         257.73         1.55           
1000.0         258.03         1.61           
1000.0         258.33         1.68           
1000.0         258.64         1.74           
1000.0         258.94         1.80           
1000.0         259.24         1.87           
1000.0         259.55         1.93           
1000.0         259.85         1.99           
1000.0         260.15         2.06           
1000.0         260.45         2.12           
1000.0         260.76         2.18           
1000.0         261.06         2.25           
1000.0         261.36         2.31           
1000.0         261.67         2.38           
1000.0         261.97         2.44           
1000.0         262.27         2.50           
1000.0         262.58         2.57           
1000.0         262.88         2.63           
1000.0         263.18         2.69           
1000.0         263.48         2.76           
1000.0         263.79         2.82           
1000.0         264.09         2.88           
1000.0         264.39         2.95           
1000.0         264.70         3.01           
1000.0         265.00         3.07           
1000.0         265.30         3.14           
1000.0         265.61         3.20           
1000.0         265.91         3.27           
1000.0         266.21         3.33           
1000.0         266.52         3.39           
1000.0         266.82         3.46           
1000.0         267.12         3.52           
1000.0         267.42         3.58           
1000.0         267.73         3.65           
1000.0         268.03         3.71           
1000.0         268.33         3.77           
1000.0         268.64         3.84           
1000.0         268.94         3.90           
1000.0         269.24         3.96           
1000.0         269.55         4.03           
1000.0         269.85         4.09           
1000.0         270.15         4.16           
1000.0         270.45         4.22           
1000.0         270.76         4.28           
1000.0         271.06         4.35           
1000.0         271.36         4.41           
1000.0         271.67         4.47           
1000.0         271.97         4.54           
1000.0         272.27         4.60           
1000.0         272.58         4.66           
1000.0         272.88         4.73           
1000.0         273.18         4.79           
1000.0         273.48         4.85           
1000.0         273.79         4.92           
1000.0         274.09         4.98           
1000.0         274.39         5.05           
1000.0         274.70         5.11           
1000.0         275.00         5.17           
1000.0         275.30         5.24           
1000.0         275.61         5.30           
1000.0         275.91         5.36           
1000.0         276.21         5.43           
1000.0         276.52         5.49           
1000.0         276.82         5.55           
1000.0         277.12         5.62           
1000.0         277.42         5.68           
1000.0         277.73         5.75           
1000.0         278.03         5.81           
1000.0         278.33         5.87           
1000.0         278.64         5.94           
1000.0         278.94         6.00           
1000.0         279.24         6.06           
1000.0         279.55         6.13           
1000.0         279.85         6.19           
1000.0         280.15         6.25           
1000.0         280.45         6.32           
1000.0         280.76         6.38           
1000.0         281.06         6.44           
1000.0         281.36         6.51           
1000.0         281.67         6.57           
1000.0         281.97         6.64           
1000.0         282.27         6.70           
1000.0         282.58         6.76           
1000.0         282.88         6.83           
1000.0         283.18         6.89           
1000.0         283.48         6.95           
1000.0         283.79         7.02           
1000.0         284.09         7.08           
1000.0         284.39         7.14           
1000.0         284.70         7.21           
1000.0         285.00         7.27           
