#pressure[atm] temperature[K] chem-pot[K]    
1.0            255.00         -2.80          
1.0            255.30         -2.73          
1.0            255.61         -2.65          
1.0            255.91         -2.58          
1.0            256.21         -2.50          
1.0            256.52         -2.42          
1.0            256.82         -2.35          
1.0            257.12         -2.27          
1.0            257.42         -2.20          
1.0            257.73         -2.12          
1.0            258.03         -2.05          
1.0            258.33         -1.97          
1.0            258.64         -1.89          
1.0            258.94         -1.82          
1.0            259.24         -1.74          
1.0            259.55         -1.67          
1.0            259.85         -1.59          
1.0            260.15         -1.52          
1.0            260.45         -1.44          
1.0            260.76         -1.36          
1.0            261.06         -1.29          
1.0            261.36         -1.21          
1.0            261.67         -1.14          
1.0            261.97         -1.06          
1.0            262.27         -0.99          
1.0            262.58         -0.91          
1.0            262.88         -0.83          
1.0            263.18         -0.76          
1.0            263.48         -0.68          
1.0            263.79         -0.61          
1.0            264.09         -0.53          
1.0            264.39         -0.46          
1.0            264.70         -0.38          
1.0            265.00         -0.31          
1.0            265.30         -0.23          
1.0            265.61         -0.15          
1.0            265.91         -0.08          
1.0            266.21         -0.00          
1.0            266.52         0.07           
1.0            266.82         0.15           
1.0            267.12         0.22           
1.0            267.42         0.30           
1.0            267.73         0.38           
1.0            268.03         0.45           
1.0            268.33         0.53           
1.0            268.64         0.60           
1.0            268.94         0.68           
1.0            269.24         0.75           
1.0            269.55         0.83           
1.0            269.85         0.91           
1.0            270.15         0.98           
1.0            270.45         1.06           
1.0            270.76         1.13           
1.0            271.06         1.21           
1.0            271.36         1.28           
1.0            271.67         1.36           
1.0            271.97         1.44           
1.0            272.27         1.51           
1.0            272.58         1.59           
1.0            272.88         1.66           
1.0            273.18         1.74           
1.0            273.48         1.81           
1.0            273.79         1.89           
1.0            274.09         1.97           
1.0            274.39         2.04           
1.0            274.70         2.12           
1.0            275.00         2.19           
1.0            275.30         2.27           
1.0            275.61         2.34           
1.0            275.91         2.42           
1.0            276.21         2.50           
1.0            276.52         2.57           
1.0            276.82         2.65           
1.0            277.12         2.72           
1.0            277.42         2.80           
1.0            277.73         2.87           
1.0            278.03         2.95           
1.0            278.33         3.03           
1.0            278.64         3.10           
1.0            278.94         3.18           
1.0            279.24         3.25           
1.0            279.55         3.33           
1.0            279.85         3.40           
1.0            280.15         3.48           
1.0            280.45         3.56           
1.0            280.76         3.63           
1.0            281.06         3.71           
1.0            281.36         3.78           
1.0            281.67         3.86           
1.0            281.97         3.93           
1.0            282.27         4.01           
1.0            282.58         4.09           
1.0            282.88         4.16           
1.0            283.18         4.24           
1.0            283.48         4.31           
1.0            283.79         4.39           
1.0            284.09         4.46           
1.0            284.39         4.54           
1.0            284.70         4.61           
1.0            285.00         4.69           
1000.0         255.00         -0.00          
1000.0         255.30         0.06           
1000.0         255.61         0.13           
1000.0         255.91         0.19           
1000.0         256.21         0.26           
1000.0         256.52         0.32           
1000.0         256.82         0.39           
1000.0         257.12         0.46           
1000.0         257.42         0.52           
1000.0         257.73         0.59           
1000.0         258.03         0.65           
1000.0         258.33         0.72           
1000.0         258.64         0.78           
1000.0         258.94         0.85           
1000.0         259.24         0.91           
1000.0         259.55         0.98           
1000.0         259.85         1.04           
1000.0         260.15         1.11           
1000.0         260.45         1.18           
1000.0         260.76         1.24           
1000.0         261.06         1.31           
1000.0         261.36         1.37           
1000.0         261.67         1.44           
1000.0         261.97         1.50           
1000.0         262.27         1.57           
1000.0         262.58         1.63           
1000.0         262.88         1.70           
1000.0         263.18         1.76           
1000.0         263.48         1.83           
1000.0         263.79         1.90           
1000.0         264.09         1.96           
1000.0         264.39         2.03           
1000.0         264.70         2.09           
1000.0         265.00         2.16           
1000.0         265.30         2.22           
1000.0         265.61         2.29           
1000.0         265.91         2.35           
1000.0         266.21         2.42           
1000.0         266.52         2.48           
1000.0         266.82         2.55           
1000.0         267.12         2.61           
1000.0         267.42         2.68           
1000.0         267.73         2.75           
1000.0         268.03         2.81           
1000.0         268.33         2.88           
1000.0         268.64         2.94           
1000.0         268.94         3.01           
1000.0         269.24         3.07           
1000.0         269.55         3.14           
1000.0         269.85         3.20           
1000.0         270.15         3.27           
1000.0         270.45         3.33           
1000.0         270.76         3.40           
1000.0         271.06         3.47           
1000.0         271.36         3.53           
1000.0         271.67         3.60           
1000.0         271.97         3.66           
1000.0         272.27         3.73           
1000.0         272.58         3.79           
1000.0         272.88         3.86           
1000.0         273.18         3.92           
1000.0         273.48         3.99           
1000.0         273.79         4.05           
1000.0         274.09         4.12           
1000.0         274.39         4.19           
1000.0         274.70         4.25           
1000.0         275.00         4.32           
1000.0         275.30         4.38           
1000.0         275.61         4.45           
1000.0         275.91         4.51           
1000.0         276.21         4.58           
1000.0         276.52         4.64           
1000.0         276.82         4.71           
1000.0         277.12         4.77           
1000.0         277.42         4.84           
1000.0         277.73         4.90           
1000.0         278.03         4.97           
1000.0         278.33         5.04           
1000.0         278.64         5.10           
1000.0         278.94         5.17           
1000.0         279.24         5.23           
1000.0         279.55         5.30           
1000.0         279.85         5.36           
1000.0         280.15         5.43           
1000.0         280.45         5.49           
1000.0         280.76         5.56           
1000.0         281.06         5.62           
1000.0         281.36         5.69           
1000.0         281.67         5.76           
1000.0         281.97         5.82           
1000.0         282.27         5.89           
1000.0         282.58         5.95           
1000.0         282.88         6.02           
1000.0         283.18         6.08           
1000.0         283.48         6.15           
1000.0         283.79         6.21           
1000.0         284.09         6.28           
1000.0         284.39         6.34           
1000.0         284.70         6.41           
1000.0         285.00         6.48           
