  2000.0   250.0    20.225    20.194    20.616      90.0      90.0      90.0
  2000.0   245.0     20.21    20.177    20.585      90.0      90.0      90.0
  2000.0   230.0    20.195    20.163    20.555      90.0      90.0      90.0
  2000.0   255.0    20.232    20.204     20.61      90.0      90.0      90.0
  2000.0   260.0    20.233    20.204    20.633      90.0      90.0      90.0
  2000.0   240.0    20.206    20.174    20.574      90.0      90.0      90.0
  2000.0   225.0    20.187    20.157     20.54      90.0      90.0      90.0
  2000.0   235.0    20.202    20.171    20.562      90.0      90.0      90.0
  3000.0   260.0    20.186    20.155    20.523      90.0      90.0      90.0
  3000.0   270.0    20.193     20.16    20.546      90.0      90.0      90.0
  3000.0   255.0     20.17    20.137      20.5      90.0      90.0      90.0
  3000.0   250.0    20.159    20.128    20.491      90.0      90.0      90.0
  3000.0   235.0     20.14    20.111    20.458      90.0      90.0      90.0
  3000.0   240.0    20.142    20.115    20.461      90.0      90.0      90.0
  3000.0   245.0    20.155    20.124    20.473      90.0      90.0      90.0
  3000.0   265.0    20.185    20.153    20.534      90.0      90.0      90.0
  5000.0   255.0    46.808    20.047    20.857      90.0      90.0      90.0
  5000.0   260.0    46.808    20.047    20.857      90.0      90.0      90.0
  5000.0   270.0    46.808    20.047    20.857      90.0      90.0      90.0
  5000.0   250.0    46.808    20.047    20.857      90.0      90.0      90.0
  5000.0   265.0    46.808    20.047    20.857      90.0      90.0      90.0
  6000.0   270.0    46.808    20.047    20.857      90.0      90.0      90.0
  6000.0   265.0    46.808    20.047    20.857      90.0      90.0      90.0
  6000.0   250.0    46.808    20.047    20.857      90.0      90.0      90.0
  6000.0   255.0    46.808    20.047    20.857      90.0      90.0      90.0
  6000.0   260.0    46.808    20.047    20.857      90.0      90.0      90.0
