#   T      iso_comp   err_iso_comp   density err_density
   198.0    18.31463  1.46384     0.93053  0.00155
   208.0    18.03493  2.00627     0.91790  0.00294
   213.0    44.90098  11.06122    0.93040  0.005923
   218.0    87.76603  30.14424    0.95088  0.01365
   223.0   113.58458  21.46226    0.97504  0.01131
   228.0    84.54158  10.85506    0.99255  0.00087
   238.0    73.87828  6.22209     1.00371   0.00151
   248.0    60.72006  3.98028     1.00955   0.00070
   258.0    52.12629  0.47847     1.01236   0.00067
   268.0    50.49358  1.36867     1.01323   0.00033
   278.0    48.33263  0.96009     1.01164   0.00027
   288.0    44.09948  0.77200     1.00945   0.00032
   298.0    45.36847  0.24442     1.00588   0.00033
   308.0    44.21586  0.95175     1.00187   0.00052
   318.0    43.64609  0.64091     0.99668   0.00045
   328.0    43.76002  1.52855     0.99117   0.00052
   338.0    45.71831  1.20085     0.98501   0.00049
   348.0    46.69947  1.36745     0.97793   0.00080
   368.0    50.19141  0.83533     0.96327   0.00067
