# vim:ft=plumed


INCLUDE FILE=plumed.order.dat

# Use wall potential too keep colective variable within limits
uwall: UPPER_WALLS ARG=refcv.morethan-1 AT=REPLACE_ICE_HIGH KAPPA=1.0 EXP=2 
lwall: LOWER_WALLS ARG=refcv.morethan-1 AT=REPLACE_ICE_LOW KAPPA=1.0 EXP=2 

PRINT STRIDE=500  ARG=* FILE=COLVAR-EQUILIBRATE
