278.944732344891  105.47170179087533
279.0713197729806  145.66794801006742
279.0858498082048  181.0544616495346
278.31278588866314  225.07150034785042
278.1731819706853  294.2933098717541
277.5643789985929  404.6713629653003
276.4818363363785  546.7296411495034
275.7112491273864  705.3140141803818
274.46711486131505  896.5873068638766
272.8183096791622  1146.2774487750773
271.03510953375877  1479.2298569276659
268.84448657166314  1842.3889275266176
266.02334814165715  2279.9106412807423
262.2585174708189  2882.483784317098
260.6910409154534  3096.8094663232687
