0.0	0.0  
0.209	-22.3
0.35	-17.5
0.44	-10.7	
0.494	-7.1	
0.573	-3.1	
0.632	0.10
0.831	15.3
0.991	25.7
1.094	33.2
1.253	41.8
1.399	49.8
1.551	56.9
1.64	60.4
1.763	66.5
1.767	66.5
1.872	71  
1.977	74.6
2.128	79.6
2.21	81.6
