#P/atm T/K dmu_tot dmu_ice/kJmol-1 dmu_ice_err/kJmol-1 dmu_liq/kJmol-1 dmu_liq_err/kJmol-1
2000 230 -0.07777274619462692 0.10102623236969822 0.00560009563712016 0.17879897856432514 0.015546032426109902
2000 235 -0.07987623917349083 0.09927089942401705 0.0029074690539878096 0.1791471385975079 0.017835971041186102
2000 240 -0.07144300724172883 0.0978967051853124 0.002756672624523756 0.16933971242704124 0.010350781618899461
2000 245 -0.0821600166176236 0.09376410546599284 0.006156614039825932 0.17592412208361644 0.008647329438986264
2000 250 -0.0821600166176236 0.09376410546599284 0.006156614039825932 0.17592412208361644 0.008647329438986264
2000 255 -0.07847446022323348 0.08801559402451178 0.003521840246109163 0.16649005424774527 0.00797074063850595
2000 260 -0.08315778030432203 0.08580266288195582 0.0031670249792243336 0.16896044318627784 0.009980118913359369
3000 235 -0.06983918278156799 0.11121619850074978 0.0027126371575905894 0.18105538128231777 0.013882696323535186
3000 240 -0.06489805922513102 0.10785462640123557 0.006794873424305731 0.1727526856263666 0.012317560769382563
3000 245 -0.07659747920961923 0.10424713490683563 0.003740786900708054 0.18084461411645486 0.011358238668089512
3000 250 -0.07187727309221303 0.10304020024087868 0.0022427909897151438 0.1749174733330917 0.008688179173169958
3000 255 -0.0729760177977722 0.09753573283558477 0.004948367543433333 0.17051175063335697 0.008523882355329693
3000 260 -0.06735853680872278 0.09754588101840111 0.004184115573211387 0.1649044178271239 0.011255375064847877
3000 265 -0.07388618839345701 0.09330044121135159 0.0019964009174218904 0.1671866296048086 0.005508016039636434
3000 270 -0.0766942354159011 0.09105906631077516 0.001993651603337599 0.16775330172667627 0.004562806264148017
5000 250 -0.04653795854278178 0.12546016714726832 0.0034684746222774115 0.1719981256900501 0.019447394338042982
5000 255 -0.055253847672839265 0.12198295083647608 0.0038841408123749858 0.17723679850931534 0.01405879835352394
5000 260 -0.05476397708832362 0.11542400158375513 0.0030721240709714265 0.17018797867207874 0.017004951011069247
5000 265 -0.055029765887583654 0.11466941643056353 0.0033615522015524213 0.16969918231814718 0.008726005147815036
5000 270 -0.057745026174807396 0.10730823925616303 0.0027138001043912267 0.16505326543097043 0.007301088695123188
6000 250 -0.04963319959092116 0.12783380846622236 0.01048836292067539 0.17746700805714352 0.013579910212752767
6000 255 -0.04963319959092116 0.12783380846622236 0.01048836292067539 0.17746700805714352 0.013579910212752767
6000 260 -0.053712809856038074 0.12183148401780469 0.012055050384106019 0.17554429387384277 0.00956472980889134
6000 265 -0.03931215419691933 0.12819250965310505 0.005124638760531632 0.16750466385002438 0.013794468525831374
6000 270 -0.051341441145426506 0.11611894511726521 0.005717468224830158 0.16746038626269172 0.00460179403769718
