Liquid IceIII IceV	247.38	4644.90
Liquid IceIh IceII	243.32	1624.37
Liquid IceV IceVI	257.02	6337.61
Liquid IceII IceV	256.57	6242.14
Liquid IceII IceVI	256.60	6291.33
